IMG Number,STOP_TIME,MINIMUM_LATITUDE,MAXIMUM_LATITUDE,WESTERNMOST_LONGITUDE,EASTERNMOST_LONGITUDE,HORIZONTAL_PIXEL_SCALE,VERTICAL_PIXEL_SCALE
IMG_RDR_2017033T091827_V02,2017-02-0209:18:24.992,56.1413,89.9354,0.67774,358.6268,77980.2172,77980.2172
IMG_RDR_2017033T091857_V02,2017-02-0209:18:55.489,49.3875,87.6212,145.9423,289.7389,77819.0311,77819.0311
IMG_RDR_2017033T091928_V02,2017-02-0209:19:25.986,49.1258,84.3291,157.0175,278.7011,77657.7346,77657.7346
IMG_RDR_2017033T092230_V02,2017-02-0209:22:28.510,66.3672,82.1438,5.9147-05,359.9983,76690.0563,76690.0563
IMG_RDR_2017033T092301_V02,2017-02-0209:22:59.006,67.9061,84.6582,0.0026667,359.9997,76527.9816,76527.9816
IMG_RDR_2017033T092331_V02,2017-02-0209:23:29.502,69.3265,87.209,0.00078969,359.9962,76365.7997,76365.7997
IMG_RDR_2017033T092402_V02,2017-02-0209:23:59.999,70.6941,89.9756,0.000424,359.9995,76203.4998,76203.4998
IMG_RDR_2017033T092432_V02,2017-02-0209:24:30.495,71.8751,89.9715,0.0016856,359.9939,76041.0921,76041.0921
IMG_RDR_2017033T092503_V02,2017-02-0209:25:00.992,70.9097,89.9749,0.0091491,359.9889,75878.5659,75878.5659
IMG_RDR_2017033T092533_V02,2017-02-0209:25:31.488,68.5147,89.9709,0.016874,359.9938,75715.9316,75715.9316
IMG_RDR_2017033T092604_V02,2017-02-0209:26:01.985,64.9272,89.9727,0.81698,359.9725,75553.178,75553.178
IMG_RDR_2017033T092634_V02,2017-02-0209:26:32.481,59.6081,89.9674,2.0676,357.015,75390.3157,75390.3157
IMG_RDR_2017033T092705_V02,2017-02-0209:27:02.977,49.0317,87.7405,140.3321,285.4822,75227.3393,75227.3393
IMG_RDR_2017033T092735_V02,2017-02-0209:27:33.474,49.0875,84.6079,151.254,274.7019,75064.2427,75064.2427
IMG_RDR_2017033T092806_V02,2017-02-0209:28:03.970,48.7609,81.2998,160.6028,265.2282,74901.0367,74901.0367
IMG_RDR_2017033T093007_V02,2017-02-0209:30:05.530,67.1915,82.558,0.0021115,359.9994,74249.3349,74249.3349
IMG_RDR_2017033T093038_V02,2017-02-0209:30:36.027,68.684,84.9944,0.0021939,359.9987,74085.5467,74085.5467
IMG_RDR_2017033T093108_V02,2017-02-0209:31:06.523,70.0674,87.4796,0.0019378,359.998,73921.6474,73921.6474
IMG_RDR_2017033T093139_V02,2017-02-0209:31:37.019,71.3523,89.9921,0.0025991,359.9955,73757.6313,73757.6313
IMG_RDR_2017033T093209_V02,2017-02-0209:32:07.514,72.4551,89.9563,0.0042401,359.9846,73593.5035,73593.5035
IMG_RDR_2017033T093240_V02,2017-02-0209:32:38.011,71.6675,89.9506,0.0027846,359.9992,73429.2476,73429.2476
IMG_RDR_2017033T093310_V02,2017-02-0209:33:08.507,69.4893,89.9821,0.0089205,359.9523,73264.8795,73264.8795
IMG_RDR_2017033T093341_V02,2017-02-0209:33:39.003,66.4402,89.9848,0.09343,359.9989,73100.3935,73100.3935
IMG_RDR_2017033T093411_V02,2017-02-0209:34:09.499,62.0974,89.9533,0.97636,359.8656,72935.7893,72935.7893
IMG_RDR_2017033T093442_V02,2017-02-0209:34:39.995,54.3483,87.7961,135.2949,281.2802,72771.0666,72771.0666
IMG_RDR_2017033T093512_V02,2017-02-0209:35:10.491,48.2703,84.907,145.7335,271.0703,72606.2252,72606.2252
IMG_RDR_2017033T093543_V02,2017-02-0209:35:40.988,48.1335,81.6564,155.3262,261.4137,72441.2593,72441.2593
IMG_RDR_2017033T093815_V02,2017-02-0209:38:13.013,68.0335,82.93,0.0037978,359.9991,71617.127,71617.127
IMG_RDR_2017033T093845_V02,2017-02-0209:38:43.509,69.4363,85.2081,0.0025507,359.9999,71451.4481,71451.4481
IMG_RDR_2017033T093916_V02,2017-02-0209:39:14.005,70.771,87.5895,0.0025514,359.9976,71285.6481,71285.6481
IMG_RDR_2017033T093946_V02,2017-02-0209:39:44.501,72.0091,89.978,0.00038498,359.9964,71119.7268,71119.7268
IMG_RDR_2017033T094017_V02,2017-02-0209:40:14.997,73.1071,89.9563,0.0042826,359.9992,70953.6838,70953.6838
IMG_RDR_2017033T094047_V02,2017-02-0209:40:45.493,72.4749,89.9742,0.00508,359.9949,70787.5189,70787.5189
IMG_RDR_2017033T094118_V02,2017-02-0209:41:15.989,70.5184,89.9623,0.029416,359.9994,70621.2318,70621.2318
IMG_RDR_2017033T094148_V02,2017-02-0209:41:46.485,67.8261,89.9718,0.19483,359.8671,70454.8222,70454.8222
IMG_RDR_2017033T094219_V02,2017-02-0209:42:16.980,64.3132,89.9444,0.22016,357.9867,70288.2951,70288.2951
IMG_RDR_2017033T094249_V02,2017-02-0209:42:47.476,58.977,87.8842,129.8188,276.9174,70121.6396,70121.6396
IMG_RDR_2017033T094320_V02,2017-02-0209:43:17.972,48.5639,85.1346,140.1605,266.9026,69954.8606,69954.8606
IMG_RDR_2017033T094350_V02,2017-02-0209:43:48.468,48.2294,82.1707,149.3372,257.6854,69787.9578,69787.9578
IMG_RDR_2017033T094622_V02,2017-02-0209:46:20.495,68.9422,83.3827,0.0039846,359.994,68954.067,68954.067
IMG_RDR_2017033T094653_V02,2017-02-0209:46:50.990,70.2507,85.5015,0.00079255,359.9991,68786.423,68786.423
IMG_RDR_2017033T094723_V02,2017-02-0209:47:21.487,71.5792,87.8711,0.0022326,359.9996,68618.642,68618.642
IMG_RDR_2017033T094754_V02,2017-02-0209:47:51.982,72.7261,89.9753,0.0075682,359.9994,68450.7459,68450.7459
IMG_RDR_2017033T094824_V02,2017-02-0209:48:22.479,73.8091,89.9519,0.0058799,359.9855,68282.7124,68282.7124
IMG_RDR_2017033T094855_V02,2017-02-0209:48:52.975,73.1518,89.9739,0.0057118,359.9883,68114.5575,68114.5575
IMG_RDR_2017033T094925_V02,2017-02-0209:49:23.469,71.4186,89.9752,0.06162,359.8807,67946.2811,67946.2811
IMG_RDR_2017033T094956_V02,2017-02-0209:49:53.966,68.9009,89.9472,0.41343,359.7505,67777.8662,67777.8662
IMG_RDR_2017033T095026_V02,2017-02-0209:50:24.461,65.809,89.955,3.6938,345.058,67609.3347,67609.3347
IMG_RDR_2017033T095057_V02,2017-02-0209:50:54.957,61.4359,87.6777,125.6215,271.4058,67440.6696,67440.6696
IMG_RDR_2017033T095127_V02,2017-02-0209:51:25.453,54.0225,85.0463,135.752,261.6443,67271.8762,67271.8762
IMG_RDR_2017033T095158_V02,2017-02-0209:51:55.949,47.4618,82.2276,144.6736,252.6669,67102.9541,67102.9541
IMG_RDR_2017033T095430_V02,2017-02-0209:54:27.984,70.4181,84.7371,0.0022579,359.9971,66258.8779,66258.8779
IMG_RDR_2017033T095500_V02,2017-02-0209:54:58.495,72.3048,88.0493,0.0004361,359.9955,66089.0956,66089.0956
IMG_RDR_2017033T095601_V02,2017-02-0209:55:59.515,73.8181,89.9885,0.027193,359.9992,65749.1485,65749.1485
IMG_RDR_2017033T095632_V02,2017-02-0209:56:30.024,71.2005,89.9968,0.048937,359.9756,65578.9833,65578.9833
IMG_RDR_2017033T095702_V02,2017-02-0209:57:00.535,67.0781,89.989,29.1532,295.2312,65408.6749,65408.6749
IMG_RDR_2017033T110000_V02,2017-02-0210:59:57.832,73.7767,81.6313,0.00033735,359.9969,43190.6438,43190.6438
IMG_RDR_2017033T110030_V02,2017-02-0211:00:28.351,75.5066,83.8951,0.0006697,359.9993,43001.0249,43001.0249
IMG_RDR_2017033T110101_V02,2017-02-0211:00:58.868,77.088,86.1433,0.0040973,359.9987,42811.2419,42811.2419
IMG_RDR_2017033T110131_V02,2017-02-0211:01:29.387,78.573,88.5529,0.0023383,359.999,42621.2698,42621.2698
IMG_RDR_2017033T110202_V02,2017-02-0211:01:59.905,79.7845,89.9881,0.00058495,359.9885,42431.1268,42431.1268
IMG_RDR_2017033T110232_V02,2017-02-0211:02:30.424,79.8303,89.9759,0.021152,359.9748,42240.8003,42240.8003
IMG_RDR_2017033T110303_V02,2017-02-0211:03:00.941,78.425,89.9788,0.96472,359.6804,42050.3087,42050.3087
IMG_RDR_2017033T110333_V02,2017-02-0211:03:31.460,76.4191,87.9761,81.8925,228.5431,41859.6268,41859.6268
IMG_RDR_2017033T110404_V02,2017-02-0211:04:01.977,74.0253,85.4575,96.9219,214.7162,41668.7793,41668.7793
IMG_RDR_2017033T110434_V02,2017-02-0211:04:32.496,71.0825,82.716,108.6546,202.9528,41477.7411,41477.7411
IMG_RDR_2017033T110505_V02,2017-02-0211:05:03.014,67.6849,79.8601,116.9331,193.8874,41286.5304,41286.5304
IMG_RDR_2017033T110535_V02,2017-02-0211:05:33.531,63.7112,76.8605,122.8162,186.9316,41095.1473,41095.1473
IMG_RDR_2017033T110807_V02,2017-02-0211:08:05.212,75.1367,82.493,0.0035358,359.9981,40141.2403,40141.2403
IMG_RDR_2017033T110838_V02,2017-02-0211:08:35.729,76.7088,84.551,0.0003812,359.9996,39948.7852,39948.7852
IMG_RDR_2017033T110908_V02,2017-02-0211:09:06.245,78.1843,86.6575,0.00093369,359.9973,39756.1498,39756.1498
IMG_RDR_2017033T110939_V02,2017-02-0211:09:36.761,79.4866,88.7826,0.0014546,359.9976,39563.3402,39563.3402
IMG_RDR_2017033T111009_V02,2017-02-0211:10:07.279,80.5905,89.9825,0.0057115,359.9987,39370.3374,39370.3374
IMG_RDR_2017033T111040_V02,2017-02-0211:10:37.795,80.6075,89.9801,0.034435,359.9885,39177.1666,39177.1666
IMG_RDR_2017033T111110_V02,2017-02-0211:11:08.312,79.3661,89.9748,0.41206,358.0391,38983.8085,38983.8085
IMG_RDR_2017033T111141_V02,2017-02-0211:11:38.828,77.7055,88.0986,76.9068,223.9076,38790.2756,38790.2756
IMG_RDR_2017033T111211_V02,2017-02-0211:12:09.345,75.639,85.7921,91.9332,210.2031,38596.5551,38596.5551
IMG_RDR_2017033T111242_V02,2017-02-0211:12:39.861,73.2786,83.4347,103.0876,199.0652,38402.6597,38402.6597
IMG_RDR_2017033T111312_V02,2017-02-0211:13:10.378,70.5368,80.9235,111.3119,190.1021,38208.5765,38208.5765
IMG_RDR_2017033T111343_V02,2017-02-0211:13:40.893,67.5315,78.3728,117.0682,183.3033,38014.3244,38014.3244
IMG_RDR_2017033T111614_V02,2017-02-0211:16:12.568,76.562,83.4162,0.0011155,359.9999,37046.0965,37046.0965
IMG_RDR_2017033T111645_V02,2017-02-0211:16:43.083,77.9807,85.2798,0.0018475,359.999,36850.7588,36850.7588
IMG_RDR_2017033T111715_V02,2017-02-0211:17:13.598,79.3018,87.1788,0.0022335,359.9994,36655.2392,36655.2392
IMG_RDR_2017033T111746_V02,2017-02-0211:17:44.114,80.4906,89.1527,0.00011978,359.9979,36459.5312,36459.5312
IMG_RDR_2017033T111816_V02,2017-02-0211:18:14.629,81.4291,89.9976,0.0068964,359.9963,36263.6475,36263.6475
IMG_RDR_2017033T111847_V02,2017-02-0211:18:45.143,81.3383,89.9879,0.0013042,359.9941,36067.5883,36067.5883
IMG_RDR_2017033T111917_V02,2017-02-0211:19:15.657,80.2887,89.9892,11.2694,359.5053,35871.3471,35871.3471
IMG_RDR_2017033T111948_V02,2017-02-0211:19:46.173,78.8255,88.0741,73.2222,218.1961,35674.9111,35674.9111
IMG_RDR_2017033T112019_V02,2017-02-0211:20:16.687,77.1236,86.0751,87.3677,205.3343,35478.3061,35478.3061
IMG_RDR_2017033T112049_V02,2017-02-0211:20:47.201,75.1774,84.0143,98.0962,194.6408,35281.5193,35281.5193
IMG_RDR_2017033T112120_V02,2017-02-0211:21:17.715,73.0064,81.8827,105.9263,186.1026,35084.5508,35084.5508
IMG_RDR_2017033T112150_V02,2017-02-0211:21:48.230,70.5586,79.6259,111.7391,179.2494,34887.3943,34887.3943
IMG_RDR_2017033T112422_V02,2017-02-0211:24:19.880,77.7548,84.0114,0.00028933,359.9914,33904.892,33904.892
IMG_RDR_2017033T112452_V02,2017-02-0211:24:50.395,79.0889,85.7531,0.0010095,359.9966,33706.6544,33706.6544
IMG_RDR_2017033T112523_V02,2017-02-0211:25:20.909,80.3023,87.4908,0.002832,359.9996,33508.2428,33508.2428
IMG_RDR_2017033T112553_V02,2017-02-0211:25:51.423,81.3674,89.2554,0.00041549,359.9971,33309.6513,33309.6513
IMG_RDR_2017033T112624_V02,2017-02-0211:26:21.936,82.2016,89.9793,0.00013721,359.9986,33110.8863,33110.8863
IMG_RDR_2017033T112654_V02,2017-02-0211:26:52.451,82.1195,89.9888,0.47524,359.8866,32911.9288,32911.9288
IMG_RDR_2017033T112725_V02,2017-02-0211:27:22.964,81.206,89.9002,52.2394,227.2562,32712.8051,32712.8051
IMG_RDR_2017033T112755_V02,2017-02-0211:27:53.477,79.9886,88.1422,69.0957,212.9038,32513.5025,32513.5025
IMG_RDR_2017033T112826_V02,2017-02-0211:28:23.991,78.5056,86.3173,83.2949,200.0877,32314.0148,32314.0148
IMG_RDR_2017033T112856_V02,2017-02-0211:28:54.505,76.8242,84.4502,93.9238,189.498,32114.3492,32114.3492
IMG_RDR_2017033T112927_V02,2017-02-0211:29:25.018,75.0045,82.5668,101.5014,181.1929,31914.5124,31914.5124
IMG_RDR_2017033T113159_V02,2017-02-0211:31:56.689,78.7898,84.4477,0.014586,359.8564,30918.5633,30918.5633
IMG_RDR_2017033T113229_V02,2017-02-0211:32:27.203,80.0337,86.0513,0.0009955,359.9995,30717.6695,30717.6695
IMG_RDR_2017033T113300_V02,2017-02-0211:32:57.717,81.1779,87.6709,0.0040595,359.9993,30516.6016,30516.6016
IMG_RDR_2017033T113330_V02,2017-02-0211:33:28.232,82.1881,89.3354,0.0016418,359.9995,30315.354,30315.354
IMG_RDR_2017033T113401_V02,2017-02-0211:33:58.745,82.953,89.9875,0.00024531,359.9886,30113.947,30113.947
IMG_RDR_2017033T113431_V02,2017-02-0211:34:29.259,82.846,89.9838,0.0037392,359.9537,29912.3616,29912.3616
IMG_RDR_2017033T113502_V02,2017-02-0211:34:59.773,82.0047,89.6553,50.2329,220.4921,29710.6051,29710.6051
IMG_RDR_2017033T113532_V02,2017-02-0211:35:30.286,80.9062,88.0295,67.275,206.3407,29508.6849,29508.6849
IMG_RDR_2017033T113603_V02,2017-02-0211:36:00.798,79.6035,86.3796,81.0132,193.8999,29306.5954,29306.5954
IMG_RDR_2017033T113633_V02,2017-02-0211:36:31.311,78.1423,84.702,91.1203,183.7157,29104.3373,29104.3373
IMG_RDR_2017033T113704_V02,2017-02-0211:37:01.824,76.5504,82.9928,98.3754,175.6447,28901.9117,28901.9117
IMG_RDR_2017033T113734_V02,2017-02-0211:37:32.337,74.8429,81.247,103.6282,169.2779,28699.3195,28699.3195
IMG_RDR_2017033T114006_V02,2017-02-0211:40:03.882,79.8064,84.7971,262.5403,352.9865,27690.6986,27690.6986
IMG_RDR_2017033T114036_V02,2017-02-0211:40:34.396,80.9905,86.2953,0.0044308,359.9891,27487.1283,27487.1283
IMG_RDR_2017033T114107_V02,2017-02-0211:41:04.912,82.1035,87.8457,0.0092283,359.9963,27283.3861,27283.3861
IMG_RDR_2017033T114137_V02,2017-02-0211:41:35.426,83.0349,89.3614,0.0012917,359.9997,27079.5,27079.5
IMG_RDR_2017033T114208_V02,2017-02-0211:42:05.940,83.7473,89.9846,0.0077301,359.989,26875.4583,26875.4583
IMG_RDR_2017033T114238_V02,2017-02-0211:42:36.454,83.6121,89.9832,0.0044107,359.956,26671.2621,26671.2621
IMG_RDR_2017033T114309_V02,2017-02-0211:43:06.967,82.8642,89.4323,48.42,213.3678,26466.9201,26466.9201
IMG_RDR_2017033T114339_V02,2017-02-0211:43:37.481,81.8571,87.9107,66.1701,198.8071,26262.42,26262.42
IMG_RDR_2017033T114410_V02,2017-02-0211:44:07.995,80.669,86.3749,79.7896,186.3498,26057.7705,26057.7705
IMG_RDR_2017033T114440_V02,2017-02-0211:44:38.508,79.3687,84.8459,89.3186,176.5117,25852.9801,25852.9801
IMG_RDR_2017033T114511_V02,2017-02-0211:45:09.020,77.9897,83.3213,95.948,168.9028,25648.0502,25648.0502
IMG_RDR_2017033T114541_V02,2017-02-0211:45:39.533,76.5051,81.7522,100.7825,162.8468,25442.9697,25442.9697
IMG_RDR_2017033T114813_V02,2017-02-0211:48:10.968,80.6248,84.9063,260.7013,344.1762,24423.0988,24423.0988
IMG_RDR_2017033T114843_V02,2017-02-0211:48:41.485,81.8216,86.3757,250.9081,353.472,24217.175,24217.175
IMG_RDR_2017033T114914_V02,2017-02-0211:49:12.000,82.9004,87.8277,0.022066,359.9942,24011.1289,24011.1289
IMG_RDR_2017033T114944_V02,2017-02-0211:49:42.517,83.8342,89.3006,0.0021991,359.9955,23804.9497,23804.9497
IMG_RDR_2017033T115015_V02,2017-02-0211:50:13.031,84.5095,89.9909,0.00096651,359.9877,23598.6669,23598.6669
IMG_RDR_2017033T115045_V02,2017-02-0211:50:43.547,84.3905,89.9957,0.011664,359.9906,23392.2494,23392.2494
IMG_RDR_2017033T115116_V02,2017-02-0211:51:14.063,83.6683,89.1596,48.5169,204.9886,23185.7137,23185.7137
IMG_RDR_2017033T115146_V02,2017-02-0211:51:44.578,82.7222,87.7276,66.9265,189.9281,22979.0691,22979.0691
IMG_RDR_2017033T115217_V02,2017-02-0211:52:15.091,81.6486,86.3282,79.7906,177.8269,22772.3259,22772.3259
IMG_RDR_2017033T115247_V02,2017-02-0211:52:45.607,80.4165,84.8647,88.8577,168.0678,22565.4529,22565.4529
IMG_RDR_2017033T115318_V02,2017-02-0211:53:16.121,79.1369,83.4298,94.8752,160.7955,22358.4874,22358.4874
IMG_RDR_2017033T115348_V02,2017-02-0211:53:46.636,77.776,81.9647,99.1643,155.1101,22151.4125,22151.4125
IMG_RDR_2017033T115620_V02,2017-02-0211:56:17.884,81.1429,84.7037,260.9841,333.2962,21123.6503,21123.6503
IMG_RDR_2017033T115650_V02,2017-02-0211:56:48.406,82.4152,86.194,251.4172,341.7061,20915.9926,20915.9926
IMG_RDR_2017033T115721_V02,2017-02-0211:57:18.927,83.5662,87.6619,238.4846,355.0472,20708.2656,20708.2656
IMG_RDR_2017033T115751_V02,2017-02-0211:57:49.448,84.5489,89.1236,0.0014107,359.9977,20500.4674,20500.4674
IMG_RDR_2017033T115822_V02,2017-02-0211:58:19.970,85.2722,89.9969,0.0014919,359.9993,20292.5956,20292.5956
IMG_RDR_2017033T115852_V02,2017-02-0211:58:50.490,85.1185,89.9913,0.0024487,359.9355,20084.6754,20084.6754
IMG_RDR_2017033T115923_V02,2017-02-0211:59:21.009,84.3872,88.8216,51.6296,194.6886,19876.7049,19876.7049
IMG_RDR_2017033T115953_V02,2017-02-0211:59:51.529,83.4125,87.3921,70.86,178.5312,19668.6756,19668.6756
IMG_RDR_2017033T120024_V02,2017-02-0212:00:22.050,82.2757,85.9491,83.1201,166.0928,19460.5928,19460.5928
IMG_RDR_2017033T120054_V02,2017-02-0212:00:52.569,81.0706,84.5375,90.644,157.18,19252.4824,19252.4824
IMG_RDR_2017033T120125_V02,2017-02-0212:01:23.087,79.8184,83.1407,95.5425,150.6523,19044.3433,19044.3433
IMG_RDR_2017033T120155_V02,2017-02-0212:01:53.606,78.5064,81.7258,98.9545,145.6554,18836.1675,18836.1675
IMG_RDR_2017033T120426_V02,2017-02-0212:04:24.512,80.984,83.8663,264.2688,320.1864,17806.5806,17806.5806
IMG_RDR_2017033T120457_V02,2017-02-0212:04:55.045,82.484,85.5099,255.7417,326.6112,17598.2658,17598.2658
IMG_RDR_2017033T120527_V02,2017-02-0212:05:25.578,83.8662,87.1309,243.0514,337.9534,17389.968,17389.968
IMG_RDR_2017033T120558_V02,2017-02-0212:05:56.111,85.0604,88.7316,224.4582,359.2732,17181.6951,17181.6951
IMG_RDR_2017033T120628_V02,2017-02-0212:06:26.644,85.9292,89.991,0.0011399,359.9984,16973.4552,16973.4552
IMG_RDR_2017033T120659_V02,2017-02-0212:06:57.175,85.8251,89.9705,26.2017,204.9862,16765.27,16765.27
IMG_RDR_2017033T120730_V02,2017-02-0212:07:27.707,84.9707,88.4142,58.6418,181.8769,16557.1279,16557.1279
IMG_RDR_2017033T120800_V02,2017-02-0212:07:58.239,83.8502,86.8724,77.712,164.2729,16349.0444,16349.0444
IMG_RDR_2017033T120831_V02,2017-02-0212:08:28.767,82.6318,85.392,87.6098,152.6863,16141.056,16141.056
IMG_RDR_2017033T120901_V02,2017-02-0212:08:59.299,81.2953,83.8737,93.5255,144.5892,15933.1177,15933.1177
IMG_RDR_2017033T120932_V02,2017-02-0212:09:29.829,79.9369,82.389,97.1599,138.9845,15725.2804,15725.2804
IMG_RDR_2017033T121002_V02,2017-02-0212:10:00.360,78.54,80.9001,99.5958,134.8261,15517.5338,15517.5338
IMG_RDR_2017033T121202_V02,2017-02-0212:12:00.231,78.742,81.2111,270.8092,306.4496,14703.0283,14703.0283
IMG_RDR_2017033T121233_V02,2017-02-0212:12:30.786,80.8459,83.3306,265.0608,309.7863,14495.7612,14495.7612
IMG_RDR_2017033T121303_V02,2017-02-0212:13:01.345,82.8509,85.4264,255.7139,316.041,14288.6335,14288.6335
IMG_RDR_2017033T121334_V02,2017-02-0212:13:31.902,84.6347,87.434,239.6634,329.3874,14081.6988,14081.6988
IMG_RDR_2017033T121404_V02,2017-02-0212:14:02.460,86.0794,89.3947,0.012615,359.9992,13874.9504,13874.9504
IMG_RDR_2017033T121435_V02,2017-02-0212:14:33.014,86.5942,89.9944,0.0084334,359.9689,13668.4361,13668.4361
IMG_RDR_2017033T121505_V02,2017-02-0212:15:03.570,85.604,88.3847,61.2026,173.3825,13462.13,13462.13
IMG_RDR_2017033T121536_V02,2017-02-0212:15:34.125,84.2104,86.5403,82.3724,151.9596,13256.0607,13256.0607
IMG_RDR_2017033T121606_V02,2017-02-0212:16:04.680,82.6728,84.7451,91.1601,139.9312,13050.2506,13050.2506
IMG_RDR_2017033T121637_V02,2017-02-0212:16:35.231,81.114,83.0222,95.5644,132.8076,12844.736,12844.736
IMG_RDR_2017033T121708_V02,2017-02-0212:17:05.785,79.5092,81.3009,98.1779,128.0255,12639.4867,12639.4867
IMG_RDR_2017033T121738_V02,2017-02-0212:17:36.339,77.9005,79.6067,99.8189,124.634,12434.5406,12434.5406
IMG_RDR_2017033T122007_V02,2017-02-0212:20:05.363,60.6521,66.5357,278.301,293.7375,11439.8959,11439.8959
IMG_RDR_2017033T122038_V02,2017-02-0212:20:35.956,68.1669,72.2682,275.9906,294.472,11236.8609,11236.8609
IMG_RDR_2017033T122108_V02,2017-02-0212:21:06.548,73.5491,76.8562,272.8083,295.732,11034.2758,11034.2758
IMG_RDR_2017033T122139_V02,2017-02-0212:21:37.137,77.8514,80.7328,267.9544,298.0111,10832.1774,10832.1774
IMG_RDR_2017033T122210_V02,2017-02-0212:22:07.727,81.5101,84.1833,259.1858,302.8464,10630.5634,10630.5634
IMG_RDR_2017033T122240_V02,2017-02-0212:22:38.317,84.596,87.3075,239.4636,316.7766,10429.4657,10429.4657
IMG_RDR_2017033T122311_V02,2017-02-0212:23:08.902,86.7962,89.9964,0.017011,359.9975,10228.9434,10228.9434
IMG_RDR_2017033T122341_V02,2017-02-0212:23:39.492,86.1443,88.6751,56.8018,169.6786,10028.958,10028.958
IMG_RDR_2017033T122412_V02,2017-02-0212:24:10.080,84.1175,86.0597,85.5254,138.733,9829.5839,9829.5839
IMG_RDR_2017033T122442_V02,2017-02-0212:24:40.667,81.9557,83.6067,93.0792,126.3731,9630.844,9630.844
IMG_RDR_2017033T122513_V02,2017-02-0212:25:11.248,79.8594,81.3301,96.2067,120.2584,9432.801,9432.801
IMG_RDR_2017033T122544_V02,2017-02-0212:25:41.835,77.7709,79.1097,97.8684,116.4838,9235.4091,9235.4091
IMG_RDR_2017033T135859_V02,2017-02-0213:58:56.793,-81.739,-78.4604,19.3349,70.5723,21498.6918,21498.6918
IMG_RDR_2017033T135929_V02,2017-02-0213:59:27.300,-82.8921,-79.4895,15.0874,73.7158,21708.2998,21708.2998
IMG_RDR_2017033T140000_V02,2017-02-0213:59:57.808,-84.0699,-80.513,9.7112,77.9919,21917.7971,21917.7971
IMG_RDR_2017033T140030_V02,2017-02-0214:00:28.315,-85.2388,-81.4904,2.9715,83.7595,22127.1662,22127.1662
IMG_RDR_2017033T140101_V02,2017-02-0214:00:58.822,-86.4161,-82.4226,0.0047586,359.9992,22336.4109,22336.4109
IMG_RDR_2017033T140131_V02,2017-02-0214:01:29.330,-87.6191,-83.2999,0.00049695,359.9996,22545.5346,22545.5346
IMG_RDR_2017033T140202_V02,2017-02-0214:01:59.838,-88.8486,-84.0838,0.0018785,359.9969,22754.5345,22754.5345
IMG_RDR_2017033T140232_V02,2017-02-0214:02:30.346,-89.9887,-84.7003,0.0014719,359.9968,22963.3937,22963.3937
IMG_RDR_2017033T140303_V02,2017-02-0214:03:00.854,-89.9909,-85.0621,0.15167,359.9784,23172.1163,23172.1163
IMG_RDR_2017033T140333_V02,2017-02-0214:03:31.363,-89.981,-84.546,135.2783,314.6091,23380.7063,23380.7063
IMG_RDR_2017033T140404_V02,2017-02-0214:04:01.873,-88.7169,-83.7887,153.1136,299.6461,23589.1612,23589.1612
IMG_RDR_2017033T140434_V02,2017-02-0214:04:32.382,-87.4577,-82.8744,167.5034,286.6703,23797.4647,23797.4647
IMG_RDR_2017033T140505_V02,2017-02-0214:05:02.891,-86.1858,-81.8424,178.117,276.1245,24005.6213,24005.6213
IMG_RDR_2017033T140535_V02,2017-02-0214:05:33.402,-84.8642,-80.693,185.8975,267.6491,24213.6422,24213.6422
IMG_RDR_2017033T140606_V02,2017-02-0214:06:03.912,-83.5449,-79.4902,191.3833,261.1519,24421.5046,24421.5046
IMG_RDR_2017033T140636_V02,2017-02-0214:06:34.424,-82.1721,-78.198,195.5059,255.9154,24629.227,24629.227
IMG_RDR_2017033T140707_V02,2017-02-0214:07:04.932,-80.8558,-76.928,198.3998,251.9384,24836.7665,24836.7665
IMG_RDR_2017033T140737_V02,2017-02-0214:07:35.444,-79.4451,-75.5438,200.761,248.5104,25044.1752,25044.1752
IMG_RDR_2017033T140808_V02,2017-02-0214:08:05.955,-78.0319,-74.1367,202.5533,245.7015,25251.4176,25251.4176
IMG_RDR_2017033T141846_V02,2017-02-0214:18:44.196,-81.1677,-76.0496,1.498,65.7508,29547.3771,29547.3771
IMG_RDR_2017033T141917_V02,2017-02-0214:19:14.699,-82.2986,-77.0709,0.010736,359.987,29750.7199,29750.7199
IMG_RDR_2017033T141947_V02,2017-02-0214:19:45.200,-83.3801,-78.0194,0.0043657,359.9996,29953.8633,29953.8633
IMG_RDR_2017033T142018_V02,2017-02-0214:20:15.704,-84.5317,-78.9986,0.0011732,359.9992,30156.8397,30156.8397
IMG_RDR_2017033T142048_V02,2017-02-0214:20:46.206,-85.6356,-79.8937,0.00084384,359.9991,30359.6154,30359.6154
IMG_RDR_2017033T142119_V02,2017-02-0214:21:16.708,-86.7396,-80.7377,0.0015396,359.9971,30562.2032,30562.2032
IMG_RDR_2017033T142149_V02,2017-02-0214:21:47.211,-87.868,-81.533,0.0022308,359.998,30764.6092,30764.6092
IMG_RDR_2017033T142220_V02,2017-02-0214:22:17.715,-89.0209,-82.2543,0.0051983,359.9989,30966.8328,30966.8328
IMG_RDR_2017033T142250_V02,2017-02-0214:22:48.218,-89.9863,-82.8452,0.0047001,359.9994,31168.8604,31168.8604
IMG_RDR_2017033T142321_V02,2017-02-0214:23:18.721,-89.99,-83.2941,0.058362,359.9296,31370.6983,31370.6983
